-0.591004, 0.717703
-1.802125, 1.090186
-1.324037, 1.008505
-1.250756, -1.456917
-0.251577, 0.108916
0.275477, 1.460692
-0.618572, -1.244650
-0.480713, 0.651354
-1.715671, -0.763157
0.060413, -1.146691
-0.264657, -0.367028
-2.300292, -0.390085
0.069067, 0.114727
-1.586112, -1.365005
-1.358861, 1.511104
-1.947065, 0.042193
-2.637187, -0.582002
-2.611096, -0.099671
-1.533042, -0.713804
0.541975, -0.050111
-1.420061, 0.083269
-2.165021, 0.446434
-1.682056, -2.190992
-1.921413, 0.178222
-1.342054, -0.141103
-2.847699, 0.389517
-1.343357, -0.175074
-2.185335, -0.097831
-2.890330, 0.245087
0.433633, -0.244996
-1.694392, 0.582670
0.731999, -0.637004
1.884905, 0.709556
-1.759342, -0.614983
0.969129, 0.770387
-1.635544, 0.904619
-1.331608, -0.217287
0.604045, 0.956281
-0.882761, -1.317004
-0.643612, -1.782549
0.840946, 0.914818
-0.327395, 2.340022
-0.983750, -1.623270
1.027922, 0.187643
-0.722964, 0.609558
-0.156215, 2.008207
-0.911175, 0.389534
-2.108665, -0.385566
1.012354, -0.215124
0.161277, -0.805009
-2.294421, 2.347235
-0.437358, -0.817898
-0.640479, 0.711363
0.022035, 0.368436
-1.379298, -1.230778
-0.698583, 0.487670
0.659763, -0.635389
-1.419384, 0.423248
-2.722439, -0.839203
0.133043, -1.096955
-0.258432, 0.380902
1.304387, 0.925679
-0.427157, 0.276059
-0.679353, -0.507559
-1.655330, -0.915282
-1.875338, 0.139070
-0.674802, 1.676367
-0.504578, -0.991827
-1.181433, -0.357601
-0.881023, -0.475632
-2.410598, -1.228379
0.648756, 1.186097
-0.301836, -0.056883
-0.551374, -1.128892
-1.064608, 0.551707
-0.947800, -0.094129
-1.244152, -0.172475
0.634116, -0.441699
-2.339080, 0.192009
-0.713046, 1.300174
-1.564442, 1.081227
-0.488008, 0.187803
-0.498185, 1.670920
-2.159247, 0.833082
-2.096793, -0.928947
-0.404991, -1.024096
-1.004923, -0.507019
0.041328, 0.339278
-1.879252, 2.002458
-1.054135, -0.606246
-3.324606, 1.443103
-0.662083, -1.624418
-0.515302, -0.798456
-0.891293, -0.373023
-2.577938, 0.880363
-1.258380, 0.151626
-0.879517, 0.337445
-0.869726, 0.830726
-1.794686, 0.943891
-2.340047, 2.047226
-0.430503, 0.074868
-3.615775, -0.050694
1.508572, -0.518973
-0.515462, 0.372520
-0.924022, 0.175241
-1.381039, 1.467914
-2.939809, -0.489095
0.520203, -0.256334
-2.396254, 1.677255
-0.583796, -0.780302
-1.325285, 1.860711
-0.444598, 1.018226
0.160145, -0.907578
-1.784282, 0.371584
-1.806917, -0.278900
-2.357671, 0.864623
-0.736595, -2.107941
-0.887902, 0.060657
-1.009706, 0.954906
0.547172, -0.521537
0.340643, -0.970680
-0.668792, -0.228780
-0.190844, 0.451125
-0.453422, -0.324063
-2.092879, 0.755099
-0.446064, -0.133125
-0.553063, 0.948336
-0.699522, -1.822859
-2.480480, -0.665052
-1.224785, -1.137204
-0.468687, -1.399050
-1.005687, 0.105273
0.061832, 0.586934
-0.811065, -1.406800
0.092599, 0.119019
0.023569, -0.965849
-0.457228, 0.447929
-1.517307, -1.335959
-1.422731, -0.698284
-2.670748, 0.306967
-0.105754, 1.961853
-1.666157, -1.141093
-0.564551, -1.384986
-1.653718, 0.380028
-1.202040, 0.033907
-0.428583, 0.151172
1.103277, 0.424334
-2.109520, -0.239247
-2.101111, -0.839952
-2.884855, -1.361739
-1.992534, -1.807282
-0.755634, 4.187592
0.299180, -0.704886
-1.040984, -0.510724
-2.296947, -0.173763
-1.415686, 0.159605
-1.106945, 1.748491
-0.780283, 1.132787
0.388288, -0.924294
-1.568871, 0.002284
-1.667659, -0.761066
